Total Loss,Targets,Psi,Time,Convergence
0.27589705175950874,[5.35220359e+03 2.68728364e-01 3.27037853e-02],[4.728588207038035],00:21:11,False
0.2529196666907143,[4.69313822e+03 2.51617534e-01 2.73187237e-02],[4.636678666762857],00:21:37,False
0.30811910155237365,[8.49925312e+03 4.09559604e-01 2.96234829e-02],[4.857476406209495],00:16:01,False
0.84375,[1.20413080e+04 3.43946022e-01 3.18488279e-02],[7.0],01:00:21,True
0.84375,[8.65923956e+03 2.75489937e-01 2.21184259e-02],[7.0],00:37:46,True
0.21814399406958285,[9.10268067e+03 3.54410262e-01 3.03771118e-02],[4.497575976278331],00:17:57,False
0.30731083187097985,[7.40294721e+03 4.49687159e-01 3.09720372e-02],[4.854243327483919],00:21:05,False
0.2503357222777669,[5.70427588e+03 4.13889669e-01 2.59733605e-02],[4.626342889111068],00:19:30,False
0.251736787063056,[1.00218693e+04 3.36756901e-01 2.92677603e-02],[4.631947148252224],00:23:46,False
0.34612472209175316,[6.49263112e+03 3.09998802e-01 2.32871413e-02],[5.009498888367013],00:28:02,False
0.3177864658012961,[1.09646933e+04 3.21066738e-01 2.37138324e-02],[4.896145863205184],00:26:13,False
0.342349597955506,[6.63662584e+03 3.61900555e-01 2.66836084e-02],[4.994398391822024],00:25:06,False
0.29792457463489685,[1.14259346e+04 4.30719712e-01 2.24461884e-02],[4.816698298539587],00:21:24,False
0.84375,[1.36593802e+04 3.68075858e-01 3.35175341e-02],[7.0],00:16:54,True
0.24959794220990816,[4.41998462e+03 3.84150631e-01 2.86509730e-02],[4.623391768839633],00:19:46,False
0.3033812272466079,[1.37255253e+04 4.21909120e-01 3.43493441e-02],[4.8385249089864315],00:17:48,False
0.2879124803985389,[3.78831259e+03 3.22212970e-01 2.50554440e-02],[4.776649921594156],00:16:03,False
0.3456906220277678,[7.74528902e+03 2.82905169e-01 3.13425947e-02],[5.007762488111071],00:24:39,False
0.84375,[1.30831942e+04 2.91800489e-01 2.81450504e-02],[7.0],00:16:27,True
0.84375,[1.55188199e+04 2.96177243e-01 2.52987809e-02],[7.0],00:26:01,True
0.84375,[3.31735707e+03 4.00425138e-01 2.31372014e-02],[7.0],00:27:48,True
0.84375,[1.22738712e+04 2.36815727e-01 3.29782129e-02],[7.0],01:22:09,True
0.3007101409856012,[1.01908786e+04 4.37389775e-01 3.01584630e-02],[4.827840563942405],00:16:14,False
0.84375,[1.52143077e+04 2.54158115e-01 2.68678881e-02],[7.0],00:51:45,True
0.30294218498439895,[1.42948754e+04 3.77233925e-01 2.46862065e-02],[4.836768739937596],00:19:38,False
0.24983542364128852,[4.89601154e+03 3.09849620e-01 2.98615858e-02],[4.624341694565154],00:16:27,False
0.2583976914978825,[3.57642705e+03 2.80786679e-01 2.98100732e-02],[4.65859076599153],00:17:44,False
0.3424142813084037,[6.43869298e+03 3.24920374e-01 2.94593103e-02],[4.994657125233615],00:20:29,False
0.3031291066316346,[1.20706429e+04 4.52959927e-01 2.99495395e-02],[4.8375164265265385],00:17:34,False
0.33913367689209273,[5.03177221e+03 2.77467042e-01 2.84774646e-02],[4.981534707568371],00:23:23,False
0.2516069054586747,[4.20580917e+03 2.37863278e-01 3.13597464e-02],[4.631427621834699],00:20:29,False
0.25010267000411757,[8.92062740e+03 3.36767711e-01 2.83691440e-02],[4.62541068001647],00:17:10,False
0.26710277165731,[5.19661225e+03 4.29751905e-01 3.10862472e-02],[4.69341108662924],00:15:16,False
0.34474746384558985,[4.47013401e+03 3.54322247e-01 3.23918388e-02],[5.003989855382359],00:20:10,False
0.28921525063954445,[1.38294133e+04 4.17049909e-01 2.31573109e-02],[4.781861002558178],00:18:01,False
0.305021674598813,[8.77020543e+03 3.32507028e-01 3.27721923e-02],[4.845086698395252],00:18:17,False
0.24182471439697117,[1.10482116e+04 3.63477987e-01 2.16336912e-02],[4.592298857587885],00:16:51,False
0.25834297542436757,[3.35092526e+03 2.40536550e-01 2.53818952e-02],[4.65837190169747],00:18:01,False
0.29680565044598106,[1.48640131e+04 4.47631438e-01 3.07613697e-02],[4.812222601783924],00:16:54,False
0.84375,[5.97545004e+03 4.53757983e-01 2.78774907e-02],[7.0],00:48:14,True
0.2565045928231149,[2.93695781e+03 2.65110439e-01 3.34147181e-02],[4.6510183712924595],00:16:36,False
0.2577318619373812,[2.93695781e+03 2.47828677e-01 2.92277540e-02],[4.655927447749525],00:17:12,False
0.3395965325988186,[4.07265165e+03 4.07344686e-01 3.43670506e-02],[4.9833861303952744],00:18:45,False
0.20006102456700847,[1.23157359e+04 3.86670897e-01 2.16336912e-02],[4.425244098268034],00:23:35,False
0.2513760942200367,[9.65576504e+03 3.54619885e-01 2.40850480e-02],[4.630504376880147],00:18:13,False
0.25150729978507713,[4.71877852e+03 2.89153156e-01 3.43670506e-02],[4.6310291991403085],00:20:28,False
0.250775914093023,[5.32981955e+03 4.02987748e-01 2.98568628e-02],[4.628103656372092],00:16:08,False
0.3031485277872268,[9.51396197e+03 4.53757983e-01 3.43670506e-02],[4.837594111148907],00:17:17,False
0.2282276243493997,[4.69963888e+03 2.48665783e-01 2.99090676e-02],[4.537910497397599],00:20:06,False
0.37457184789354114,[3.93544605e+03 2.73752027e-01 3.21746686e-02],[5.123287391574165],00:21:50,False
0.30547002998777373,[1.32443350e+04 4.25970972e-01 2.81689505e-02],[4.846880119951095],00:21:39,False
0.3396871337430911,[4.58102237e+03 2.34683973e-01 2.80008430e-02],[4.9837485349723645],00:22:40,False
0.2616544501736884,[3.76033241e+03 2.54301867e-01 2.83804056e-02],[4.6716178006947535],00:17:49,False
0.23975150991990835,[2.93695781e+03 3.07716730e-01 3.16233441e-02],[4.584006039679633],00:16:20,False
0.30297929020663483,[1.28839692e+04 3.66421899e-01 2.16336912e-02],[4.836917160826539],00:19:32,False
0.25459424915148055,[6.05455280e+03 2.47852693e-01 3.20469443e-02],[4.643376996605922],00:22:03,False
0.29205159169405137,[6.42768235e+03 4.45145825e-01 3.43670506e-02],[4.7932063667762055],00:16:07,False
0.3480799987676537,[2.93695781e+03 2.81418540e-01 2.46946999e-02],[5.017319995070615],00:16:20,False
0.84375,[2.93695781e+03 3.04959914e-01 2.81522334e-02],[7.0],00:20:40,True
0.28302695657148047,[2.93695781e+03 2.95076014e-01 3.38934208e-02],[4.757107826285922],00:14:56,False
0.3124312082692855,[4.27240958e+03 3.14424029e-01 3.29021108e-02],[4.874724833077142],00:20:52,False
0.2907770038718429,[1.20907573e+04 3.79444745e-01 2.39103370e-02],[4.788108015487372],00:17:35,False
0.288827732430879,[4.00748107e+03 2.99945942e-01 2.16336912e-02],[4.780310929723516],00:16:55,False
0.2501753920190082,[1.09392768e+04 3.46206135e-01 2.41732858e-02],[4.625701568076033],00:17:18,False
0.29312910295948,[3.37548004e+03 2.65215786e-01 2.16336912e-02],[4.79751641183792],00:17:49,False
0.25649663735237294,[6.44567866e+03 2.69035612e-01 3.43670506e-02],[4.650986549409492],00:21:21,False
0.19430365184748233,[1.33746581e+04 3.90322833e-01 2.22300176e-02],[4.402214607389929],00:20:55,False
0.2805557013143032,[5.47529870e+03 4.28069961e-01 3.43670506e-02],[4.747222805257213],00:15:44,False
0.84375,[5.00360041e+03 3.28258407e-01 2.16336912e-02],[7.0],00:21:43,True
0.25039190102112086,[9.53274126e+03 3.48516564e-01 2.80660352e-02],[4.626567604084483],00:18:13,False
0.2583914076534499,[4.19933698e+03 2.75992871e-01 2.33503213e-02],[4.6585656306138],00:19:11,False
0.84375,[3.37809451e+03 2.60116275e-01 2.49900790e-02],[7.0],00:38:34,True
0.2897572625813094,[1.25592973e+04 4.03051285e-01 2.37960913e-02],[4.784029050325238],00:26:09,False
0.28990239503808146,[1.55878397e+04 4.19033142e-01 2.81436655e-02],[4.784609580152326],00:18:09,False
0.2901079478330444,[1.57590422e+04 4.40607514e-01 2.45032867e-02],[4.7854317913321776],00:18:33,False
0.29005489178756716,[1.38619706e+04 4.53757983e-01 2.50734793e-02],[4.785219567150269],00:22:45,False
0.2899596312255788,[1.57590422e+04 4.03648617e-01 2.16336912e-02],[4.784838524902315],00:20:50,False
0.2901568138002446,[1.47315477e+04 4.27375976e-01 2.60841745e-02],[4.785627255200978],00:16:49,False
0.23687263224960953,[1.14278709e+04 3.52035919e-01 2.16336912e-02],[4.572490528998438],00:19:36,False
0.2799643777660803,[4.48243824e+03 2.34242017e-01 2.16336912e-02],[4.744857511064321],00:26:59,False
0.17941204199384897,[1.42474788e+04 3.91156177e-01 2.16336912e-02],[4.342648167975396],00:42:02,False
0.25058899802350165,[9.69560952e+03 3.39894534e-01 2.59111227e-02],[4.627355992094007],00:16:40,False
0.27745576949771,[5.20929164e+03 2.53178507e-01 3.09496779e-02],[4.73482307799084],00:20:11,False
0.23773938986313792,[1.29740872e+04 3.86527887e-01 2.16336912e-02],[4.575957559452552],00:16:13,False
0.2761312481459077,[1.49271039e+04 4.53757983e-01 2.16336912e-02],[4.729524992583631],00:16:12,False
0.276967713308208,[1.28435363e+04 4.53757983e-01 2.16336912e-02],[4.732870853232832],00:15:20,False
0.3120866656549939,[4.78840222e+03 2.60026329e-01 2.16336912e-02],[4.8733466626199755],00:17:25,False
0.2866710961183967,[1.15459408e+04 4.53757983e-01 2.55717915e-02],[4.771684384473587],00:15:38,False
0.369422881349625,[4.80092207e+03 2.98485566e-01 2.42339591e-02],[5.1026915253985],00:15:31,False
0.2592819989063697,[6.42238873e+03 2.98142505e-01 3.43670506e-02],[4.662127995625479],00:20:10,False
0.27692068889656607,[7.64176151e+03 4.53757983e-01 3.43670506e-02],[4.732682755586264],00:14:48,False
0.20860782442571635,[1.57590422e+04 4.09935731e-01 2.46763417e-02],[4.459431297702865],00:20:42,False
0.24375392426625075,[1.04351233e+04 3.43251710e-01 2.16336912e-02],[4.600015697065003],00:16:08,False
0.3031748875782774,[1.57590422e+04 3.80351413e-01 2.16336912e-02],[4.8376995503131095],00:18:02,False
0.2957323237603293,[1.26294874e+04 4.39395227e-01 2.52672000e-02],[4.807929295041317],00:17:11,False
0.29058910610629085,[1.57590422e+04 4.27934854e-01 2.16336912e-02],[4.787356424425163],00:17:00,False
0.25081538106744006,[2.93695781e+03 3.21469456e-01 3.43670506e-02],[4.62826152426976],00:14:18,False
0.34173632734604276,[5.41384928e+03 3.91554983e-01 2.79398630e-02],[4.991945309384171],00:20:39,False
0.29575035088433577,[1.57590422e+04 4.31313815e-01 3.43670506e-02],[4.808001403537343],00:15:27,False
0.23816905256517318,[1.19482832e+04 3.74994269e-01 2.16336912e-02],[4.577676210260693],00:16:47,False
0.29036368581756444,[1.47058167e+04 3.92471189e-01 2.16336912e-02],[4.786454743270258],00:17:02,False
0.2529268203827906,[8.84883398e+03 3.44254108e-01 2.91599653e-02],[4.636707281531162],00:15:35,False
0.2866291436074646,[6.08293077e+03 2.79079473e-01 3.43670506e-02],[4.771516574429858],00:20:51,False
0.2564585982843126,[5.88873700e+03 2.56320856e-01 3.43670506e-02],[4.6508343931372504],00:19:36,False
0.2901022563364304,[1.57590422e+04 3.96250787e-01 2.49350793e-02],[4.7854090253457215],00:15:28,False
0.24970459689252733,[6.96511198e+03 3.42455623e-01 3.43670506e-02],[4.623818387570109],00:14:41,False
0.25214386697285307,[5.83088494e+03 3.21639766e-01 3.43670506e-02],[4.633575467891412],00:14:43,False
0.30174402581286497,[1.02842821e+04 4.53757983e-01 2.90538085e-02],[4.83197610325146],00:15:26,False
0.2976882881035392,[1.39942640e+04 4.41440845e-01 2.16336912e-02],[4.815753152414157],00:17:47,False
0.84375,[3.16706706e+03 2.34242017e-01 2.16336912e-02],[7.0],00:34:45,True
0.30358781768409027,[1.57590422e+04 4.53757983e-01 3.43670506e-02],[4.839351270736361],00:16:55,False
0.3399148369076077,[5.15806262e+03 2.34242017e-01 2.50869217e-02],[4.984659347630431],00:23:44,False
0.32078857271367633,[3.48935028e+03 3.07017799e-01 3.43670506e-02],[4.908154290854705],00:15:17,False
0.30543049591982885,[7.17008883e+03 3.19018765e-01 3.43670506e-02],[4.846721983679315],00:17:37,False
0.2541811601265216,[4.31729785e+03 2.49333207e-01 2.93941796e-02],[4.641724640506086],00:22:58,False
0.2896119030472799,[1.57590422e+04 4.53757983e-01 2.71004052e-02],[4.78344761218912],00:17:55,False
0.34401686452588565,[5.70996191e+03 2.34242017e-01 3.02499137e-02],[5.001067458103543],00:24:27,False
0.30881031864158115,[1.03884983e+04 3.43642037e-01 2.42030817e-02],[4.860241274566325],00:18:26,False
0.29718320174953994,[1.57590422e+04 4.33238640e-01 3.03988034e-02],[4.81373280699816],00:16:37,False
0.3031040072038538,[1.37015135e+04 4.53757983e-01 3.43670506e-02],[4.837416028815415],00:16:31,False
0.3034357020149543,[1.20395828e+04 4.42693275e-01 3.43670506e-02],[4.838742808059817],00:17:40,False
0.84375,[7.23392176e+03 2.47976277e-01 3.43670506e-02],[7.0],00:21:23,True
0.25240128418982066,[2.93695781e+03 2.73127173e-01 3.09645202e-02],[4.634605136759283],00:17:07,False
0.24968986606878096,[7.98102956e+03 3.47146678e-01 3.14968888e-02],[4.623759464275124],00:17:06,False
0.30593685366092416,[1.57590422e+04 4.23571819e-01 2.52996565e-02],[4.848747414643697],00:17:53,False
0.25464619788967124,[5.33872982e+03 2.58212515e-01 3.25948611e-02],[4.643584791558685],00:22:22,False
0.3029421690271745,[1.14987977e+04 3.42697274e-01 2.16336912e-02],[4.836768676108698],00:19:15,False
0.19547071871343324,[1.34865429e+04 3.81531670e-01 2.16336912e-02],[4.406882874853733],00:22:26,False
0.2912794102654064,[4.94462088e+03 2.86800423e-01 2.16336912e-02],[4.7901176410616255],00:17:20,False
0.25065313943459056,[4.87868223e+03 4.10236523e-01 2.96662565e-02],[4.627612557738362],00:17:09,False
0.28990700909588063,[1.42966280e+04 4.01925602e-01 2.52889148e-02],[4.7846280363835225],00:17:28,False
0.17725141665260624,[1.57590422e+04 4.53757983e-01 2.16336912e-02],[4.334005666610425],00:18:47,False
0.25410304744855483,[4.48939288e+03 2.43627428e-01 2.89298388e-02],[4.641412189794219],00:21:22,False
0.3040046623003829,[1.32209587e+04 4.36711951e-01 3.22823934e-02],[4.841018649201532],00:17:43,False
0.2801608965858804,[6.93841500e+03 4.38285676e-01 3.43670506e-02],[4.745643586343522],00:15:26,False
0.30408790682053977,[7.98754598e+03 3.51733870e-01 3.43670506e-02],[4.841351627282159],00:18:40,False
0.30688056898449245,[1.57590422e+04 4.53757983e-01 2.34881361e-02],[4.85252227593797],00:19:24,False
0.3447112244094339,[4.16876627e+03 3.30466204e-01 2.97487691e-02],[5.003844897637736],00:25:19,False
0.84375,[2.93695781e+03 2.34242017e-01 3.43670506e-02],[7.0],00:25:15,True
0.2505655995966658,[6.76438937e+03 3.92471163e-01 3.19760947e-02],[4.627262398386663],00:20:46,False
0.2504452363601035,[8.99896629e+03 3.81565898e-01 2.67385539e-02],[4.626780945440414],00:20:15,False
0.2526544513954665,[7.33206214e+03 3.74133003e-01 3.00755046e-02],[4.635617805581866],00:20:59,False
0.28965069665869625,[7.77277368e+03 4.09887843e-01 3.43670506e-02],[4.783602786634785],00:19:29,False
0.236466957514067,[1.03047779e+04 3.92247607e-01 2.16336912e-02],[4.570867830056268],00:23:04,False
0.2743620785720846,[5.52983102e+03 2.88457631e-01 3.20144962e-02],[4.7224483142883384],00:26:33,False
0.26153206607944335,[9.93886678e+03 3.87312702e-01 2.45465275e-02],[4.671128264317773],00:21:05,False
0.2516736874171124,[5.94815120e+03 3.96990906e-01 3.17622443e-02],[4.6316947496684495],00:21:41,False
0.2512985183605949,[8.30935690e+03 3.65851390e-01 2.84849245e-02],[4.63019407344238],00:20:33,False
0.256946387747663,[1.18824969e+04 4.00340991e-01 2.16336912e-02],[4.652785550990652],00:21:33,False
0.2502533280875836,[5.94783824e+03 3.75739936e-01 3.43670506e-02],[4.626013312350334],00:20:38,False
0.2499981665058406,[6.81375609e+03 3.56705829e-01 3.12612431e-02],[4.6249926660233625],00:20:53,False
0.2696210878082259,[6.78739194e+03 4.12111367e-01 3.18584752e-02],[4.703484351232904],00:18:57,False
0.25158656761686893,[8.94738782e+03 4.07037574e-01 2.51421002e-02],[4.631346270467476],00:22:59,False
0.2505683920629551,[7.34530249e+03 3.94596189e-01 2.81247095e-02],[4.6272735682518205],00:27:39,False
0.84375,[2.93695781e+03 3.90305615e-01 3.18637584e-02],[7.0],00:25:55,True
0.2445006944794692,[9.83441442e+03 3.74867038e-01 2.16336912e-02],[4.603002777917877],00:22:11,False
0.23823249537164815,[9.42106667e+03 4.19502184e-01 2.16336912e-02],[4.577929981486593],00:16:37,False
0.2500048674362454,[6.09415902e+03 4.04996823e-01 3.43670506e-02],[4.625019469744982],00:13:31,False
0.16811053825787448,[8.71511558e+03 3.95215227e-01 2.16336912e-02],[4.297442153031498],00:14:26,False
0.2523784627879888,[8.44064458e+03 3.92045168e-01 2.32610766e-02],[4.634513851151955],00:14:36,False
0.23654757262436332,[9.86995307e+03 3.99656518e-01 2.16336912e-02],[4.571190290497453],00:16:19,False
0.2963787343101498,[1.00314862e+04 4.53757983e-01 2.16336912e-02],[4.810514937240599],00:15:30,False
0.23866823873578524,[8.33855606e+03 4.13176484e-01 2.16336912e-02],[4.579672954943141],00:15:50,False
0.24988945687191388,[6.22048764e+03 3.92210735e-01 2.99040250e-02],[4.6245578274876555],00:13:51,False
0.14550527070561858,[1.57590422e+04 4.53757983e-01 2.16336912e-02],[4.207021082822474],00:15:04,False
0.2519949324426072,[9.78951897e+03 4.19370622e-01 2.42804557e-02],[4.632979729770429],00:15:07,False
0.25159781740200127,[7.62036541e+03 3.98914581e-01 2.51765057e-02],[4.631391269608005],00:14:23,False
0.25117902085495936,[8.04389456e+03 3.24807634e-01 2.94209931e-02],[4.629716083419837],00:14:24,False
0.2197372130542925,[1.35621836e+04 4.02820376e-01 2.16336912e-02],[4.50394885221717],00:14:22,False
0.28211549525660407,[9.63723031e+03 4.20358726e-01 3.43670506e-02],[4.753461981026416],00:14:38,False
0.2518003365936081,[8.98941004e+03 3.61606558e-01 2.58539953e-02],[4.6322013463744325],00:14:35,False
0.25147908820739695,[5.71119828e+03 3.46102352e-01 3.43670506e-02],[4.630916352829588],00:13:37,False
0.24474049991797453,[9.25244281e+03 3.89750257e-01 2.16336912e-02],[4.603961999671898],00:14:29,False
0.24998490079202362,[8.38938671e+03 3.77305719e-01 3.17140271e-02],[4.6249396031680945],00:13:59,False
0.2506639919292992,[6.26332647e+03 3.12256610e-01 3.21485002e-02],[4.627655967717197],00:14:53,False
0.3054750459857114,[1.05973985e+04 4.04247296e-01 2.78107782e-02],[4.846900183942846],00:16:13,False
0.24258648775725633,[1.06009018e+04 3.71924277e-01 2.31242937e-02],[4.595345951029025],00:14:14,False
0.25062500232701157,[7.02309951e+03 3.78118259e-01 3.43670506e-02],[4.627500009308046],00:13:08,False
0.3075072064203068,[8.40679263e+03 4.32880382e-01 3.25132182e-02],[4.855028825681227],00:14:33,False
0.24472279947418585,[8.28385368e+03 4.28150965e-01 2.16336912e-02],[4.603891197896743],00:15:34,False
0.28209065735442396,[1.57590422e+04 4.53757983e-01 2.16336912e-02],[4.753362629417696],00:18:38,False
0.23713468371307145,[9.95752456e+03 4.15185493e-01 2.16336912e-02],[4.573538734852286],00:15:38,False
0.2501247551307202,[5.90685846e+03 4.14547993e-01 3.25394792e-02],[4.625499020522881],00:15:11,False
0.2361635292110107,[5.93596113e+03 3.67526360e-01 3.01942275e-02],[4.569654116844043],00:14:03,False
0.3694312910081583,[5.60147007e+03 2.71001250e-01 3.08243139e-02],[5.102725164032633],00:29:25,False
0.22391631126633071,[4.24923362e+03 4.53757983e-01 3.43670506e-02],[4.520665245065323],00:31:12,False
0.4211370668116703,[2.93695781e+03 4.53757983e-01 3.43670506e-02],[5.309548267246681],00:24:31,False
0.28973422556274375,[1.37936346e+04 4.53757983e-01 2.83118261e-02],[4.783936902250975],00:26:35,False
0.25689629632410704,[6.32420135e+03 2.34242017e-01 2.16336912e-02],[4.652585185296428],00:32:57,False
0.2540518444262654,[4.74331724e+03 2.70394442e-01 3.43670506e-02],[4.6412073777050615],00:31:40,False
0.25607408903189754,[7.79074095e+03 3.23441993e-01 2.57843126e-02],[4.64929635612759],00:25:25,False
0.2510578534226646,[6.52393731e+03 3.38321044e-01 3.23580617e-02],[4.6292314136906585],00:24:09,False
0.84375,[2.93695781e+03 2.90805929e-01 2.24703552e-02],[7.0],00:40:53,True
0.3068765999309224,[1.42482002e+04 4.08538289e-01 2.16336912e-02],[4.85250639972369],00:26:42,False
0.25097356349323907,[9.09877695e+03 3.65355461e-01 2.16336912e-02],[4.628894253972956],00:26:16,False
0.3035194916670414,[1.10533497e+04 4.53757983e-01 3.43670506e-02],[4.839077966668166],00:26:22,False
0.2532009782992235,[5.52584944e+03 2.62856612e-01 2.43394190e-02],[4.637803913196894],00:32:19,False
0.3438481183616042,[4.91286490e+03 3.06291098e-01 3.43670506e-02],[5.000392473446417],00:29:38,False
0.2506808870973105,[5.57902789e+03 4.06269442e-01 3.43670506e-02],[4.627723548389242],00:24:13,False
0.2558012506993004,[8.34164327e+03 3.53088985e-01 2.78428510e-02],[4.6482050027972015],00:24:43,False
0.24964796691829583,[5.82554642e+03 3.82901112e-01 3.12885522e-02],[4.623591867673183],00:25:06,False
0.24518835410861506,[1.11582644e+04 3.83352529e-01 2.16336912e-02],[4.60575341643446],00:25:19,False
0.24324809517480728,[7.91997889e+03 3.96566050e-01 2.16336912e-02],[4.597992380699229],00:22:45,False
0.3030652476613094,[1.38541881e+04 3.70904406e-01 2.16336912e-02],[4.8372609906452375],00:19:02,False
0.5387909260370309,[1.24357248e+04 4.11210313e-01 2.16336912e-02],[5.780163704148124],00:12:55,False
0.2536299780172464,[1.03734861e+04 3.64716665e-01 2.16336912e-02],[4.639519912068986],00:14:42,False
0.2508381145379899,[8.78853190e+03 4.10526769e-01 2.42235947e-02],[4.6283524581519595],00:15:43,False
0.3398642073606539,[5.50124824e+03 2.60642773e-01 2.16336912e-02],[4.984456829442616],00:18:50,False
0.30412826517594715,[1.45015227e+04 4.53757983e-01 3.43670506e-02],[4.841513060703789],00:14:04,False
0.26752304352303735,[5.32958034e+03 4.53757983e-01 3.43670506e-02],[4.695092174092149],00:12:52,False
0.2564297723315563,[9.89164495e+03 3.67186957e-01 2.58656587e-02],[4.650719089326225],00:14:25,False
0.25143085519738584,[6.67020058e+03 3.96343240e-01 2.84302265e-02],[4.630723420789543],00:13:52,False
0.2260718320201449,[9.08192817e+03 4.04945075e-01 2.16336912e-02],[4.52928732808058],00:14:52,False
0.283886823422584,[9.94009418e+03 4.53757983e-01 2.51500162e-02],[4.760547293690336],00:13:14,False
0.2511014919838661,[7.85160284e+03 3.41570139e-01 3.00466183e-02],[4.629405967935464],00:21:11,False
0.28026725044630973,[5.34458727e+03 4.26037178e-01 3.43670506e-02],[4.746069001785239],00:20:30,False
0.2827371209075402,[8.58196923e+03 3.83334028e-01 3.43670506e-02],[4.755948483630161],00:22:22,False
0.3026038200410883,[1.21067318e+04 3.64010434e-01 2.16336912e-02],[4.835415280164353],00:24:06,False
0.2504971718962745,[8.98022827e+03 3.43277080e-01 2.54419462e-02],[4.626988687585098],00:28:39,False
0.25003079700387354,[6.08884668e+03 3.68208778e-01 3.43670506e-02],[4.625123188015494],00:23:41,False
0.25289319611465655,[1.57590422e+04 4.53757983e-01 2.16336912e-02],[4.636572784458626],00:28:06,False
0.25005495356380125,[9.06074682e+03 3.76373694e-01 2.93338614e-02],[4.625219814255205],00:21:52,False
0.30547221683501125,[6.35915497e+03 2.97301985e-01 2.85015095e-02],[4.846888867340045],00:21:22,False
0.25014799526411813,[8.51421031e+03 3.81997231e-01 2.45223937e-02],[4.6255919810564725],00:20:23,False
0.2771366661543144,[1.57590422e+04 4.20615516e-01 2.16336912e-02],[4.733546664617258],00:20:10,False
